About,A propos
Products Addition,Ajout de produits
All Products,Tous les produits
Select Manually,Sélection manuelle
Mode of products addition from selected categories.,Méthode d'ajout de produits à partir de catégories sélectionnées.
Actions On Categories' Products,Actions pour les produits des catégories
New Product Added to Category,Nouveau produit ajouté à la catégorie
No Action,Pas d'action
Add to The Listing,Ajouter à l'annonce
Add to The Listing And List on eBay,Ajouter à l'annonce et mettre en vente sur eBay
"Actions, which should be done to products added to categories.",Actions à appliquer aux produits ajoutés aux catégories.
Product Deleted from Category,Produit supprimé de la catégorie
Stop on eBay,Arrêter la vente sur eBay
Stop on eBay and Delete from Listing,Arrêter la vente sur eBay et supprimer de l'annonce
"Actions, which should be done to listed products deleted from categories.",Actions à appliquer aux produits mis en vente supprimés des catégories.
All Templates,Tous les modèles
"This section allows you to create a Listing. Listing is a group of items, which have the same
        Attribute Set and were combined to be listed on eBay.<br/><br/>
        Creating a Listing requires four types of templates (Selling Format, General, Description, Synchronization) to be created in advance,
        that allows reaching a high level of flexibility in listing and synchronization processes. <br/>
            It is also possible to create templates by clicking the <span style=""text-decoration: underline;"">Add New</span> button next to the appropriate template option. Do not forget to press
            the <span style=""text-decoration: underline;"">Refresh</span> button after the new template creation in order to see the newly added template in the dropdown list.<br/>
        <br/>In the Listing Configuration block you are required to choose appropriate Selling Format, General and Description Templates,
        which determine how the items of this Listing will be presented on eBay.<br/>
        <br/>In the Synchronization Settings block you are required to choose a Synchronization Template and its settings.
        This determines the actions, which should be done to the eBay Listings depending on any changes of their products happened in Magento,
        and of their templates that are used in the Listing Configuration settings.<br/>
        <br/>The Products Filter block allows you to filter the products, which you would like to add to the Listing.
        The filtered products will be shown on the next page after the <span style=""text-decoration: underline;"">Next</span> button is pressed at the top right corner.","Vous pouvez créer une annonce dans cette section. Une annonce est un groupe d'objets qui possèdent le même
        jeu d'attributs et qui sont combinés pour être mis en vente sur eBay.<br/><br/>
        La création d'une annonce nécessite quatre types de modèles (format de mise en vente, général, description, synchronisation) qui doivent être créés à l'avance, 
        et qui permettent de bénéficier d'une grande flexibilité dans les procédures de mise en vente et de synchronisation. <br/>
            Vous pouvez également créer des modèles en cliquant sur le bouton <span style=""text-decoration: underline;"">Ajouter un nouveau</span> à côté de l'option de modèle appropriée. N'oubliez pas de cliquer sur
        le bouton <span style=""text-decoration: underline;"">Actualiser</span> après la création du nouveau modèle afin d'inclure ce dernier dans la liste déroulante.<br/>
        <br/>Dans la section Configuration des annonces, choisissez les modèles de format de mise en vente, général et de description appropriés
        qui déterminent la manière dont les objets de cette annonce seront présentés sur eBay.<br/>
_xD_        <br/>Dans la section Paramètres de synchronisation, choisissez un modèle de synchronisation et définissez ses paramètres.
        Cela permet de déterminer les actions à exécuter pour les annonces eBay en fonction des modifications apportées aux produits dans Magento
        et des modèles utilisés dans les paramètres de configuration des annonces.<br/>
        <br/>La section Filtre des produits permet de filtrer les produits à ajouter à l'annonce.
        Les produits filtrés s'affichent à la page suivante après avoir cliqué sur le bouton <span style=""text-decoration: underline;"">Suivant</span> dans le coin supérieur droit."
Admin (Default Values),Administrateur (valeurs par défaut)
The specified title is already used for other listing. Listing title must be unique.,Le titre spécifié est déjà utilisé pour une autre annonce. Le titre de l'annonce doit être unique.
You should select Attribute Set first,Vous devez d'abord sélectionner un jeu d'attributs
Invalid date time format string.,La chaîne de format date/heure est incorrecte.
Type Template Name Here...,Saisissez le nom du modèle ici...
Listing Configuration,Configuration des annonces
Short meaningful Listing title for your internal use.,"Titre de l'annonce, court et explicite, à usage interne."
Product Attribute Set,Jeu d'attributs des produits
"Attribute Set of products, which will be listed on eBay in this Listing.",Jeu d'attributs des produits qui seront mis en vente sur eBay dans cette annonce.
"List of templates, which have previously chosen Attribute Set.",Liste des modèles pour lesquels un jeu d'attributs a été choisi.
Search for template which have previously chosen Attribute Set.,Rechercher un modèle pour lequel un jeu d'attributs a été choisi.
All Synchronization Templates you have created.,Tous les modèles de synchronisation que vous avez créés.
Search for Synchronization Template you have created.,Rechercher un modèle de synchronisation que vous avez créé.
Activation,Activation
Delay After Listing Creation,Délai après la création de l'annonce
Since Date,Depuis le
"Time, when settings of chosen Synchronization Template take effect.",Date et heure d'application des paramètres du modèle de synchronisation choisi.
Delay,Délai
Day(s),Jour(s)
Hour(s),Heure(s)
Minute(s),Minute(s)
"In how many days, hours or minutes Synchronization Template settings should be activated.","Nombre de jours, d'heures ou de minutes au terme duquel les paramètres du modèle de synchronisation doivent être activés."
Date and time when Synchronization Template should be activated.,Date et heure d'activation du modèle de synchronisation.
Deactivation,Désactivation
Through Period After Activation,Jusqu'à la fin de la période après activation
On Date,Le
"Time, when settings of chosen Synchronization Template should be deactivated.",Date et heure de désactivation des paramètres du modèle de synchronisation choisi.
Period Value,Valeur de la période
"In how many days, hours or minutes after activation Synchronization Template settings should be deactivated.","Nombre de jours, d'heures ou de minutes au terme duquel les paramètres du modèle de synchronisation doivent être désactivés."
Date and time when Synchronization Template should be deactivated.,Date et heure de désactivation du modèle de synchronisation.
Products Filter,Filtre des produits
Store View the items' information should be taken from.,Vue de la boutique à partir de laquelle les informations sur les objets doivent être extraites.
Select from,Sélectionner dans
Products List,Liste de produits
Modes of the products selection.,Modes de sélection des produits.
Products Presented in Other Listings,Produits présentés dans d'autres annonces
Show,Afficher
Do Not Show,Ne pas afficher
Selected Categories,Catégories sélectionnées
Listings Log,Journal des annonces
"This Log contains all information about actions, which were done with all M2E Pro Listings and their items.",Ce journal contient toutes les informations relatives aux actions exécutées sur toutes les annonces M2E Pro et les objets correspondants.
"
This section contains eBay Listings, which belong to registered eBay Accounts (%s > Configuration > eBay Accounts) and were listed not by M2E Pro extension.<br/>
Use eBay Accounts and Marketplaces dropdowns to filter them.
Also, you can manage these Listings on eBay by choosing appropriate options in the Actions dropdown in the top right corner of the grid.<br/><br/>
<b>Note:</b> To import eBay 3rd Party Listings the 3rd Party Listings Import must be enabled in account's settings
(%s > Configuration > eBay Accounts > General tab) and the 3rd Party Listings Synchronization must be enabled in %s > Configuration > Synchronization.
<br/><br/>
<b>Important:</b> Initially (the first synchronization of 3rd Party Listings) M2E imports items which have been listed not later than a year ago.
","
Cette section comprend les annonces eBay qui appartiennent aux comptes eBay enregistrés (%s > Configuration > Comptes eBay) et qui n'ont pas été mises en vente via l'extension M2E Pro.<br/>
Utilisez les listes déroulantes Comptes eBay et Places de marché pour les filtrer.
Vous pouvez également gérer ces annonces sur eBay en sélectionnant les options appropriées dans la liste déroulante Actions située dans le coin supérieur droit du tableau.<br/><br/>
<b>Remarque :</b> pour pouvoir importer des annonces tierces eBay, vous devez activer l'importation des annonces tierces dans les paramètres du compte
(%s > Configuration > Comptes eBay > onglet Général) et leur synchronisation dans le menu %s > Configuration > Synchronisation.
<br/><br/>
<b>Important :</b> au départ (lors de la première synchronisation des annonces tierces), M2E importe les objets dont la mise en vente remonte à moins d'un an.
"
3rd Party Listings Log,Journal des annonces tierces
"This Log contains all information about actions, which were done with 3rd Party Listings.",Ce journal contient toutes les informations relatives aux actions exécutées sur les annonces tierces.
"This section includes the conditions at which the Relist Action will be launched.
    <br/><br/>
    <b>Note:</b> The Relist action is launched only if any change of the Relist Conditions parameters occurs.","Cette section comprend les conditions d'exécution de la tâche Remettre en vente.
    <br/><br/>
    <b>Remarque :</b> la tâche Remettre en vente est exécutée uniquement en cas de modification des paramètres des conditions de remise en vente."
Relist Action,Action Remettre en vente
Enables/Disables the Relist action for the 3rd Party Listings.,Permet d'activer/de désactiver la remise en vente pour les annonces tierces.
Relist When Stopped Manually,Remettre en vente en cas d'arrêt manuel
Automatically relists item(s) after it has been stopped manually within M2E Pro.,Permet de remettre en vente automatiquement les objets dont la vente a été arrêtée manuellement dans M2E Pro.
Synchronize Data,Synchroniser les données
"Updates Title, Subtitle, Description, Price and QTY on eBay 3rd Party Listings.<br/>If <i>No</i> is selected, eBay 3rd Party Listing(s) with existing data on eBay is relisted.","Permet de mettre à jour le titre, le sous-titre, la description, le prix et la quantité dans les annonces tierces eBay.<br/>Si l'option <i>Non</i> est sélectionnée, les objets des annonces tierces eBay comportant des données existantes sur eBay sont remis en vente."
Relist Conditions,Conditions de remise en vente
Product Status,Statut du produit
Any,Tout
Product Status at which the item(s) have to be relisted.,Statut du produit entraînant la remise en vente des objets.
Stock Availability at which the item(s) have to be relisted.,Disponibilité entraînant la remise en vente des objets.
Item QTY,Quantité d'objets
Less,Inférieure
More or Equal,Supérieure ou égale
Between,Entre
Product(s) quantity at which the item(s) have to be relisted.,Quantité de produits entraînant la remise en vente des objets.
Item Quantity,Quantité d'objets
Min Item Quantity,Quantité d'objets minimum
Max Item Quantity,Quantité d'objets maximum
"This section contains list of product details, which changes you want to be automatically reflected on eBay.",Cette section comprend la liste des détails du produit dont vous souhaitez automatiquement répercuter les modifications sur eBay.
Partial Revise,Modification partielle
Automatically updates quantity on eBay listing(s) when the source of quantity is changed.,Permet de modifier automatiquement la quantité dans les annonces eBay lorsque la source de la quantité a été modifiée.
Item Price,Prix de l'objet
Automatically updates price on eBay listing(s) when the source of title is changed.,Permet de modifier automatiquement le prix dans les annonces eBay lorsque la source du prix a été modifiée.
Automatically updates title on eBay listing(s) when the source of title is changed.,Permet de modifier automatiquement le titre dans les annonces eBay lorsque la source du titre a été modifiée.
Item Subtitle,Sous-titre de l'objet
Automatically updates subtitle on eBay listing(s) when the source of subtitle is changed.,Permet de modifier automatiquement le sous-titre dans les annonces eBay lorsque la source du sous-titre a été modifiée.
Item Description,Description de l'objet
Automatically updates description on eBay listing(s) when the source of description is changed.,Permet de modifier automatiquement la description dans les annonces eBay lorsque la source de la description a été modifiée.
"This section includes settings where the values for synchronization have to be taken from.
    <br/><br/>
    <b>Note:</b> If you set <i>Not Set</i>, the auto revise will be turned off by this criteria.
    ","Cette section comprend les paramètres à partir desquels les valeurs de synchronisation doivent être extraites.
    <br/><br/>
    <b>Remarque :</b> si vous choisissez l'option <i>Non défini</i>, la modification automatique sera désactivée par ce critère.
    "
The price will be calculated according to Catalog Price Rules (Magento > Promotions > Catalog Price Rules).,Le prix sera calculé en fonction des règles de tarification du catalogue (Magento > Promotions > Règles de tarification du catalogue).
Updates price on eBay listing(s) when the source of price changes.,Permet de modifier le prix dans les annonces eBay lorsque la source du prix est modifiée.
Synchronization Source,Source de la synchronisation
Quantity,Quantité
Not Set (not changeable on eBay),Non définie (non modifiable sur eBay)
Product QTY,Quantité de produits
Updates quantity on eBay Listing with mapped Magento product quantity.,Permet de modifier la quantité dans l'annonce eBay par la quantité du produit Magento mappé.
Product Price,Prix du produit
Special Price,Prix spécial
Final Price,Prix final
Which customer group eBay buyers have to be associated to.,Permet de spécifier le groupe de clients auquel les acheteurs eBay doivent être associés.
Updates title on eBay Listing with mapped Magento product title.,Permet de remplacer le titre dans l'annonce eBay par le titre du produit Magento mappé.
Subtitle,Sous-titre
Updates eBay Listing subtitle.,Permet de modifier le sous-titre de l'annonce eBay.
Product Description,Description du produit
Product Short Description,Brève description du produit
Updates description on eBay Listing with mapped Magento product description.,Permet de remplacer la description dans l'annonce eBay par la description du produit Magento mappé.
"Stop Rules define the conditions when eBay items listing should be stopped, depending on Magento product state.
    <br/><br/>
    <b>Note:</b> If all Stop Conditions are set to <i>No</i> or <i>No Action</i>, then the stop option for eBay items is disabled.
    If all Stop Conditions are enablled, then an item will be stopped if at least one of the Stop Conditions is met.","Les règles d'arrêt correspondent aux conditions qui régissent l'arrêt des annonces eBay en fonction du statut des produits Magento.
    <br/><br/>
    <b>Remarque :</b> si vous sélectionnez <i>Non</i> ou <i>Aucune action</i> pour toutes les conditions d'arrêt, l'option d'arrêt des annonces eBay est désactivée.
    Si toutes les conditions d'arrêt sont activées, les annonces sont arrêtées lorsqu'au moins une des conditions d'arrêt est remplie."
Stop Conditions,Conditions d'interruption
Stop When Status Disabled,Arrêter la vente si le statut est Désactivé
Automatically stops item(s) if its status has been changed to 'Disabled' in Magento.,Arrête automatiquement la vente si le statut de l'annonce est remplacé par Désactivé dans Magento.
Stop When Out Of Stock,Arrêter la vente en cas de rupture de stock
Automatically stops item(s) if its stock availability has been changed to 'Out of Stock' in Magento.,Arrête automatiquement la vente si la disponibilité de l'objet est remplacée par En rupture de stock dans Magento.
Stop When Item QTY Is,Arrêter la vente si la quantité d'objets est
Less or Equal,Inférieure ou égale
More,Supérieure
Automatically stops item(s) if its Magento quantity has been changed and meets the conditions.,Arrête automatiquement la vente si la quantité Magento a été modifiée et répond aux conditions.
Apply Actions On Categories Products to the selected categories.,Appliquer les règles Actions pour les produits des catégories aux catégories sélectionnées.
"The number shown next to each category is the quantity of products filtered by
    Attribute Set and Products Filter settings of the Listing.<br/><br/>
    There are two modes of products addition:
    <ul class=""list"">
        <li><b>All Products</b> - all products, which are included in selected categories, will be added to the Listing.</li>
        <li><b>Select Manually</b> - the list of products of chosen categories will be shown on the next page after the Next button is pressed at the top right corner.</li>
    </ul>
    <b>Note:</b> If a product belongs to different categories, it will be added to the Listing or shown for manual selection only once.","Le nombre affiché à côté de chaque catégorie correspond à la quantité de produits filtrés selon les
    paramètres du jeu d'attributs et du filtre des produits de l'annonce.<br/><br/>
    Il existe deux méthodes pour ajouter des produits :
    <ul class=""list"">
        <li><b>Tous les produits</b> - Tous les produits inclus dans les catégories sélectionnées sont ajoutés à l'annonce.</li>
        <li><b>Sélection manuelle</b> - La liste des produits des catégories sélectionnées s'affiche à la page suivante après avoir cliqué sur le bouton Suivant dans le coin supérieur droit.</li>
    </ul>
    <b>Remarque :</b> si un produit appartient à plusieurs catégories, il n'est ajouté à l'annonce ou proposé pour la sélection manuelle qu'une seule fois."
"Displayed products have the same Attribute Set as the Listing you are going to add them to.<br/><br/>
    <b>Note:</b> A product can be added to the listing only once. If a product was added to the Listing earlier, it will not be displayed. ","Les produits affichés ont le même jeu d'attributs que l'annonce à laquelle vous allez les ajouter.<br/><br/>
    <b>Remarque :</b> chaque produit ne peut être ajouté qu'une seule fois à l'annonce. Si un produit a déjà été ajouté à l'annonce, il ne s'affiche pas. "
Listing Items,Objets de l'annonce
"This section contains information about product items of chosen listing and their statuses on eBay.<br/>
    You can manage items by choosing appropriate actions from the Actions dropdown of the grid and manage Listing and
    its settings by using buttons in the top right corner.","Cette section comprend des informations relatives aux produits de l'annonce choisie et à leur statut sur eBay.<br/>
    Pour la gestion des objets, sélectionnez les options appropriées dans la liste déroulante Actions du tableau. Pour la gestion de l'annonce et
    de ses paramètres, utilisez les boutons situés dans le coin supérieur droit."
Used in General Template(s),Utilisation dans des modèles généraux
Waiting,En attente
Processing,En cours de traitement
Completed,Terminé
"<strong>We plan to add this functionality in the future versions.</strong><br/>
    If you have any suggestions, please let us know  <a href=""http://support.m2epro.com/"">http://support.m2epro.com/</a>","<strong>Nous prévoyons d'ajouter cette fonctionnalité dans les versions ultérieures.</strong><br/>
    N'hésitez pas à nous faire part de vos suggestions à la page <a href=""http://support.m2epro.com/"">http://support.m2epro.com/</a>"
Message has been successfully sent.,Le message a été envoyé.
Full Message Text,Texte complet du message
My Full Response,Ma réponse complète
Subject,Objet
Messages,Messages
"Please go to the <a href=""%s"" target=""_blank"">general template</a> and choose Compatibility Attribute.","Accédez au <a href=""%s"" target=""_blank"">modèle général</a>, puis sélectionnez l'attribut Compatibilité."
Add Compatipable Vehicles,Ajouter des véhicules compatibles
"The grid below contains a list of cars, trucks and motorcycles which can be found on eBay Motors.<br/><br/>
Select items, compatible with your part and choose one of three actions in the Actions dropdown:
<ul class=list>
<li><b>Overwrite ePIDs in Compatibility Attribute</b> - replaces items ePIDs in the Compatibility Attribute chosen in the General Template with selected ones.</li>
<li><b>Add ePIDs to Compatibility Attribute</b> - adds selected items ePIDs to existing ones in Compatibility Attribute chosen in the General Template.</li>
<li><b>Show ePIDs</b> - displays selected items ePIDs in the text field.</li>
</ul>
<b>Note:</b> Compatibility Items of listed products can not be replaced or removed from eBay when you revise or relist product, only new ones can be added in these cases.
","Le tableau ci-dessous contient une liste de voitures, motos et camions disponibles sur eBay Auto.<br/><br/>
Sélectionnez des objets compatibles avec votre pièce, puis choisissez l'une des trois actions proposées dans la liste déroulante Actions :
<ul class=list>
<li><b>Remplacer les codes ePID dans l'attribut Compatibilité</b> - Remplace le code ePID des objets dans l'attribut Compatibilité désigné du modèle général par les codes sélectionnés.</li>
<li><b>Ajouter des codes ePID à l'attribut Compatibilité</b> - Ajoute le code ePID des objets sélectionnés aux codes déjà présents dans l'attribut Compatibilité désigné du modèle général.</li>
<li><b>Afficher les codes ePID</b> - Affiche le code ePID des objets sélectionnés dans le champ textuel.</li>
</ul>
<b>Remarque :</b> il est impossible de remplacer et de supprimer à partir d'eBay les attributs Compatibilité des produits mis en vente lors de la modification de l'annonce ou de la remise en vente du produit concerné. Dans ce cas, seuls de nouveaux attributs peuvent être ajoutés.
"
Selected ePIDs,Codes ePID sélectionnés
Add Vehicles,Ajouter des véhicules
Order Address Information,Informations sur l'adresse de la commande
Buyer Name,Nom de l'acheteur
Buyer E-Mail,Adresse e-mail de l'acheteur
Street Address,Adresse (rue)
City,Ville
Country,Pays
Region/State,Région/Etat
Zip/Postal Code,Code postal
Telephone,Téléphone
"
This page contains all orders imported from eBay.
Use eBay Accounts dropdown to filter eBay orders by accounts.<br/>
If Magento Order, Invoice or / and Shipment was not created automatically,
you can create them manually by using appropriate options in the Action dropdown.<br/><br/>
<b>Note:</b> Automatic creation of Magento Orders, Invoices, and Shipments happens according to the eBay Accounts settings in %s > Configuration > Accounts > Orders.","
Cette page comprend toutes les commandes importées à partir d'eBay.
Utilisez la liste déroulante Comptes eBay pour filtrer les commandes eBay par compte.<br/>
Si la commande, la facture et/ou l'envoi Magento n'ont pas été créés automatiquement,
vous pouvez les créer manuellement à l'aide des options appropriées de la liste déroulante Actions.<br/><br/>
<b>Remarque :</b> la création automatique des commandes, factures et envois Magento s'effectue selon les paramètres des comptes eBay définis dans le menu %s > Configuration > Comptes > Commandes."
eBay Order,Commande eBay
Selling Manager,Gestionnaire de ventes
Sale Time,Heure de vente
Update Time,Modifier l'heure
Order Status,Statut de la commande
Incomplete,Incomplet
Unknown Error,Erreur inconnue
Not Shipped,Non envoyé
Account,Compte
Production,Production
Sandbox,Labo
Buyer Information,Informations sur l'acheteur
Customer Name,Nom du client
Private Restriction,Restriction - privé
Shipping Address,Adresse de livraison
Payment Information,Informations sur le paiement
Order Currency,Devise de la commande
Attention!,Attention !
"Order currency is not enabled in Magento.<br />Please, enable it in System -> Configuration -> Currency Setup.",La devise de la commande n'est pas disponible dans Magento.<br />Veuillez l'activer dans le menu Système > Configuration > Définition de la devise.
"There's no rate for Order currency in Magento.<br />Please, add currency convert rate in System -> Manage Currency -> Rates.",Aucun taux n'est défini pour la devise de la commande dans Magento.<br />Veuillez ajouter un taux de change dans le menu Système > Gérer les devises > Taux.
Payment Date,Date de paiement
Payment Method,Mode de paiement
eBay Account,Compte eBay
eBay Final Fee,Commission sur le prix final eBay
External Transactions,Transactions externes
Shipping & Handling Information,Informations sur la livraison et l'expédition
Shipping Selected Service,Service de livraison sélectionné
Shipping Cost,Frais de livraison
Shipping Time,Délai de livraison
Tracking Details,Informations de suivi
Carrier,Transporteur
Number,Numéro
Transaction Item(s),Objets de la transaction
Log History,Historique
Order Totals,Total des commandes
Subtotal,Sous-total
Shipping & Handling,Livraison et expédition
Tax,Taxe
Grand Total,Total général
Amount Paid,Montant payé
Amount Saved,Montant de la réduction
"This section allows you to set preferences of data synchronization.<br/>
    You have to enable / disable synchronization tasks, which will be automatically performed for all eBay accounts, and <span style=""text-decoration: underline;"">Save Settings</span>.<br/>
    To run necessary task manually, click the <span style=""text-decoration: underline;"">Run Now</span> button, to run all tasks at once, click <span style=""text-decoration: underline;"">Run Enabled Now</span>.<br/>
    <br/><b>Note:</b> Cron job must be set up for automatic synchronization. Otherwise, you will have to perform the synchronization manually.","Vous pouvez définir vos préférences de synchronisation des données dans cette section.<br/>
    Vous devez activer/désactiver les tâches de synchronisation qui seront exécutées automatiquement pour tous les comptes eBay, puis sélectionner <span style=""text-decoration: underline;"">Enregistrer les paramètres</span>.<br/>
    Pour exécuter manuellement les tâches requises, cliquez sur le bouton <span style=""text-decoration: underline;"">Exécuter maintenant</span>. Pour exécuter simultanément toutes les tâches, cliquez sur le bouton <span style=""text-decoration: underline;"">Exécuter les éléments activés</span>.<br/>
    <br/><b>Remarque :</b> la tâche cron doit être configurée pour la synchronisation automatique. A défaut, vous devrez effectuer la synchronisation manuellement."
Templates Synchronization,Synchronisation des modèles
Updates and synchronizes eBay Listings according to<br/>Synchronization Templates' rules.,Permet de mettre à jour et de synchroniser les annonces eBay selon les<br/>règles des modèles de synchronisation.
Orders Synchronization,Synchronisation des commandes
"Imports and synchronizes eBay Orders for accounts,<br/>which have enabled Import eBay Orders in their<br/>Accounts settings.",Permet d'importer et de synchroniser les commandes eBay pour les comptes<br/>dont l'option Importer les commandes eBay<br/>est activée.
Imports buyers' feedbacks and automatically sends<br/>Auto Responses according to eBay Accounts settings.,Permet d'importer les évaluations des acheteurs et d'envoyer <br/>des réponses automatiques selon les paramètres des comptes eBay.
3rd Party Listings Synchronization,Synchronisation des annonces tierces
"Imports and synchronizes 3rd Party Listings for eBay<br/>accounts, which have enabled Import 3rd Party Listings<br/>in their Accounts settings.",Permet d'importer et de synchroniser les annonces tierces pour les comptes eBay<br/>dont l'option Importer les annonces tierces<br/> est activée.
My Messages Synchronization,Synchronisation de Mes messages
Imports buyers' messages according to<br />eBay Accounts settings.,Permet d'importer les messages des acheteurs selon les<br />paramètres des comptes eBay.
"Description Template is used to design your items' description on eBay. <br/>
    <br/>It is possible to choose a Product Description or Product Short Description, which will be taken from Magento.
    Or you can create a Custom Description by adding necessary information,
    appropriate attributes from dropdown lists and image tags.
    <br/><br/>It is possible to create custom description in 2 modes:
    <ul class=""list"">
        <li><b>WYSIWYG</b> - allows creating simple good looking product description. No HTML knowledge is required.</li>
        <li><b>HTML</b> - allows using HTML tags and CSS styles for the description. You can create much more complex, improved and advanced item's description using this mode.</li>
    </ul>
    <b>Note:</b> Listing Titles are limited to 80 characters and Subtitles are limited to 55 characters on eBay.<br/>","Le modèle de description est utilisé pour créer la description des objets sur eBay. <br/>
    <br/>Vous pouvez choisir une Description du produit ou une Brève description du produit qui sera extraite de Magento.
    Vous pouvez également créer une Description personnalisée en ajoutant les informations nécessaires,
    les attributs appropriés à partir des listes déroulantes et des balises d'image.
    <br/><br/>Les descriptions personnalisées peuvent être créées selon deux modes :
    <ul class=""list"">
        <li><b>WYSIWYG</b> - Permet de créer une description de produit simple et agréable. Aucune connaissance HTML n'est requise.</li>
        <li><b>HTML</b> - Permet d'utiliser des balises HTML et des styles CSS dans la description. Avec ce mode, vous pouvez créer des descriptions bien plus complexes et sophistiquées.</li>
    </ul>
    <b>Remarque :</b> sur eBay, les titres des annonces sont limités à 80 caractères et les sous-titres à 55 caractères.<br/>"
The specified title is already used for other template. Template title must be unique.,Le titre spécifié est déjà utilisé pour un autre modèle. Le titre du modèle doit être unique.
You should select Attribute Sets first and press Confirm button.,"Sélectionnez d'abord les jeux d'attributs, puis cliquez sur le bouton Confirmer."
Adding Image,Ajout de l'image
Short meaningful template title for your internal use.,"Titre du modèle, court et explicite, à usage interne."
Product Attribute Sets,Jeux d'attributs des produits
Attribute Sets of products which will be listed on eBay<br />using this template.,Jeux d'attributs des produits qui seront mis en vente sur eBay<br />à l'aide de ce modèle.
Item Details,Détails de l'objet
Custom Title,Titre personnalisé
Item's title that buyers will see on eBay listing.,Titre de l'objet que les acheteurs pourront voir dans l'annonce eBay.
Add Subtitle,Ajouter un sous-titre
Adding subtitle to eBay item.,Ajout d'un sous-titre à l'annonce eBay.
Cut Long Titles,Couper les titres longs
Automatically shortens items' titles to 80 characters and subtitles to 55 characters.,Permet de raccourcir automatiquement les titres des annonces à 80 caractères et les sous-titres à 55 caractères.
Hit Counter,Compteur de visites
No Hit Counter,Aucun compteur de visites
Basic Style,Style classique
Green LED,LED verte
Hidden Style,Caché
Honesty Style,Honesty
Retro Style,Vert fluo
"Adding the tool that counts the visitors' number of eBay listing.<br/>Note: Green LED, Honesty Style and Retro Style styles are available only on US-store.","Ajout de l'outil permettant de comptabiliser le nombre de visiteurs d'une annonce eBay.<br/>Remarque : les styles LED verte, Honesty et Vert fluo sont disponibles uniquement dans les boutiques Etats-Unis."
Images,Photos
Main Item Image,Image principale de l'objet
Product Base Image,Image de base du produit
Image you will see on your eBay listing.,Image qui s'affichera dans l'annonce eBay.
Product Image Attribute,Attribut de l'image du produit
"Choose Media Image Attribute or Attribute, that contains absolute url.
                                <br/>e.g. http://mymagentostore.com/images/baseimage.jpg","Sélectionnez l'attribut d'image multimédia ou l'attribut contenant l'URL absolue.
                                <br/>Par exemple, http://mymagentostore.com/images/baseimage.jpg"
Picture Pack,Pack photos
"Displays larger, more detailed pictures (up to 800w x 800h pixels - 800 pixels on the longest side). <br/>Note: This feature may come with additional fee.",Affiche des photos plus grandes et plus détaillées (jusqu'à 800 pixels de largeur x 800 pixels de hauteur - 800 pixels sur le côté le plus long). <br/>Remarque : cette option peut impliquer des frais supplémentaires.
Item Gallery Images,Images de la galerie de l'objet
Product Images,Images du produit
Adds small thumbnails that appear under the large Base Image.,Ajoute des miniatures en dessous de l'image de base grand format.
Gallery Images Attribute,Attribut Images de la galerie
"Choose Text, Multiple Select or Dropdown type attribute. In Text type attribute urls must be separated with comma.
                                <br/>e.g.  http://mymagentostore.com/images/baseimage1.jpg,  http://mymagentostore.com/images/baseimage2.jpg","Sélectionnez un type d'attribut : Texte, Choix multiple ou Liste déroulante. Pour le type Texte, les URL doivent être séparées par une virgule.
                                <br/>Par exemple, http://mymagentostore.com/images/baseimage1.jpg, http://mymagentostore.com/images/baseimage2.jpg"
Gallery Images Quantity,Nombre d'images de la galerie
Up to,Jusqu'à
The number of images in item's gallery.,Nombre d'images dans la galerie de l'objet.
Variation of Configurable Products Images for Attribute,Variation des images des produits configurables pour l'attribut
"Only for Configurable products. Determines option at which images should change on eBay.<br/>Note: If several Attribute Sets have been chosen, only common attributes are shown.","Uniquement pour les produits configurables. Permet de déterminer l'option de changement d'image sur eBay.<br/>Remarque : si plusieurs jeux d'attributs ont été choisis, seuls les attributs communs sont affichés."
Watermark,Filigrane
"This section allows adding custom watermark to your main and item gallery images.
                    <br/><br/>
                    <b>Note:</b> If products images are not taken from the same server where Magento Store is, the watermark will not be applied.","Vous pouvez ajouter un filigrane personnalisé aux images de la galerie photos principale et de la galerie de l'objet dans cette section. 
                    <br/><br/>
                    <b>Remarque :</b> si les images des produits ne proviennent pas du même serveur que la boutique Magento, le filigrane ne sera pas appliqué."
Use Watermark,Utiliser le filigrane
Automatically adds your custom watermark to gallery images.,Permet d'ajouter automatiquement votre filigrane personnalisé aux images de la galerie.
Watermark Upload,Chargement du filigrane
Select image that you want to add as a watermark.,Sélectionnez l'image à ajouter en tant que filigrane.
Watermark Uploaded Image,Image de filigrane chargée
Watermark Transparency,Transparence du filigrane
Disable,Désactiver
Enable,Activer
Sets transparency of watermark image to 30 %.,Permet de définir une transparence de 30 % pour l'image en filigrane.
Scale Watermark Image,Redimensionner l'image en filigrane
In Width,Largeur
Full Image,Image entière
Scales watermark image in width or full image.,"Permet de redimensionner l'image en filigrane selon l'option choisie, Largeur ou Image entière."
Watermark Position,Position du filigrane
Top,Supérieur
Middle,Milieu
Bottom,Bas
Watermark position on the image.,Position du filigrane sur l'image.
Description Source,Source de la description
Custom Description,Description personnalisée
Item's description source for eBay Listing.,Source de la description de l'objet pour l'annonce eBay.
Click the button to switch between HTML and WYSIWYG modes.,Cliquez sur le bouton pour basculer entre les modes HTML et WYSIWYG.
Custom Description Inserts,Insertions dans la description personnalisée
